,LONGITUDE,LATITUDE,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th,Precip,Air max,min,obs,hour,Accident
3760,-121.8595982,37.3905034,30,1850.0,9.0,3250.0,33.0,1,29.0,0.01,80,57,68.5,7.0,0
3761,-121.9461822,37.2435756,35,9650.0,14.0,6400.0,38.7,0,35.0,0.0,83,57,70.0,16.0,0
3762,-121.9317592,37.2802166,25,10520.0,12.0,1850.0,29.7,0,28.3,0.0,83,59,71.0,9.0,0
3763,-121.8975432,37.3474486,25,914.0,4.0,2950.0,29.0,0,26.0,0.03,68,47,57.5,22.0,0
3764,-121.8775357,37.3359996,25,2260.0,10.0,2700.0,27.5,0,23.5,0.03,73,53,63.0,16.0,0
3765,-121.8561742,37.38962520000001,35,11050.0,54.0,12650.0,38.7,0,35.7,0.06,58,41,49.5,23.0,0
3766,-121.985808,37.2788526,25,2650.0,2.0,950.0,31.0,1,25.0,0.09,58,41,49.5,20.0,0
3767,-121.86550359999998,37.3911732,35,6150.0,30.0,8400.0,38.5,0,35.0,0.08,60,43,51.5,4.0,0
3768,-121.9766573,37.28360610000001,30,3100.0,6.0,1150.0,31.0,0,27.0,0.01,77,56,66.5,9.0,0
3769,-121.872109,37.250321,35,10600.0,20.0,18700.0,42.0,0,37.0,0.12,62,44,53.0,5.0,0
3770,-121.8481638,37.29043682,30,3900.0,23.0,6250.0,32.5,0,29.5,0.04,69,49,59.0,21.0,1
3771,-121.9026889,37.2532013,30,5000.0,5.0,2350.0,33.0,0,29.0,0.07,57,42,49.5,9.0,0
3772,-121.7970532,37.3505998,30,2250.0,5.0,6600.0,34.0,0,29.5,0.0,83,58,70.5,1.0,0
3773,-121.812769,37.33125379999999,40,4100.0,47.0,27400.0,44.0,0,40.0,0.01,77,56,66.5,0.0,1
3774,-121.8590007,37.25663257,40,20000.0,120.0,22100.0,45.0,0,40.5,0.01,77,55,66.0,18.0,1
3775,-121.8499243,37.4062904,30,8100.0,3.0,750.0,32.5,0,29.0,0.02,77,55,66.0,12.0,1
3776,-121.9238436,37.3234954,25,2760.0,5.0,3750.0,29.0,0,28.0,0.0,83,59,71.0,14.0,0
3777,-121.8332272,37.29342558,40,15150.0,187.0,23450.0,42.8,0,38.5,0.08,68,48,58.0,23.0,1
3778,-121.8223396,37.32478632,35,4082.0,80.0,17100.0,39.5,0,35.5,0.06,60,44,52.0,17.0,1
3779,-121.8342483,37.3926092,25,2000.0,3.0,2600.0,31.0,0,27.5,0.08,64,46,55.0,22.0,0
3780,-121.7632165,37.240494700000006,30,4640.0,1.0,4500.0,34.7,0,30.7,0.02,80,57,68.5,15.0,0
3781,-121.8353804,37.3622711,35,3054.0,30.0,29000.0,41.0,0,36.0,0.11,58,43,50.5,2.0,0
3782,-121.8011663,37.23835635,25,3550.0,10.0,2900.0,30.0,0,27.5,0.1,59,42,50.5,22.0,1
3783,-121.8703833,37.22929885,35,1600.0,13.0,15800.0,36.0,0,33.0,0.06,66,47,56.5,3.0,1
3784,-121.87088500000002,37.3213104,30,3100.0,24.0,14650.0,34.0,0,30.0,0.01,75,53,64.0,12.0,0
3785,-121.9946546,37.3087674,35,7900.0,54.0,10400.0,38.3,0,34.7,0.04,72,51,61.5,7.0,0
3786,-121.90376609999998,37.2401483,35,5480.0,16.0,11550.0,40.0,0,36.0,0.0,83,59,71.0,7.0,0
3787,-121.8396426,37.2367282,35,4950.0,22.0,10200.0,40.0,0,36.5,0.06,71,48,59.5,10.0,0
3788,-121.879063,37.219704,25,3575.0,1.0,210.0,32.0,1,25.0,0.06,75,55,65.0,9.0,0
3789,-121.7850024,37.2960774,45,20800.0,48.0,15550.0,50.3,0,45.3,0.01,81,58,69.5,3.0,0
3790,-121.9010384,37.32918799999999,25,8166.0,47.0,8750.0,29.0,0,25.7,0.0,83,58,70.5,11.0,0
3791,-121.84808329999998,37.29049759999999,30,3900.0,23.0,6250.0,32.5,0,29.5,0.0,75,52,63.5,2.0,0
3792,-121.8508125,37.2387227,35,4400.0,10.0,5650.0,38.5,0,34.5,0.08,61,43,52.0,6.0,0
3793,-121.8332272,37.29342558,40,15150.0,187.0,23450.0,42.8,0,38.5,0.0,83,58,70.5,3.0,1
3794,-121.7836013,37.2307985,40,4920.0,10.0,11700.0,41.0,0,37.0,0.01,78,55,66.5,18.0,0
3795,-121.8971351,37.2478905,25,855.0,1.0,2550.0,29.0,0,25.0,0.01,74,51,62.5,23.0,0
3796,-121.816869,37.2370479,30,5300.0,19.0,6950.0,32.5,0,29.5,0.0,80,58,69.0,8.0,0
3797,-121.7850024,37.2960774,40,3920.0,9.0,2950.0,43.5,0,40.5,0.07,69,48,58.5,15.0,0
3798,-121.985808,37.2788526,25,2650.0,2.0,950.0,31.0,1,25.0,0.08,60,43,51.5,16.0,0
3799,-121.8137716,37.292134,40,3750.0,7.0,10250.0,43.0,0,39.0,0.09,66,47,56.5,12.0,0
3800,-121.8607292,37.3580194,40,13100.0,281.0,29500.0,41.3,0,37.3,0.04,57,40,48.5,11.0,0
3801,-121.8215141,37.2880644,35,7000.0,46.0,14850.0,39.5,0,36.0,0.03,64,46,55.0,7.0,0
3802,-121.8249787,37.284463,35,3100.0,20.0,6100.0,37.0,0,34.0,0.03,59,44,51.5,23.0,0
3803,-121.8755926,37.36271984,40,6650.0,32.0,12400.0,41.5,0,38.0,0.05,69,48,58.5,15.0,1
3804,-121.7669875,37.3273564,35,2900.0,0.0,1150.0,39.0,0,35.0,0.08,66,47,56.5,4.0,0
3805,-121.8430265,37.37008225,35,18700.0,76.0,21150.0,40.0,0,36.0,0.05,67,51,59.0,22.0,1
3806,-121.7587554,37.2812461,35,5200.0,4.0,9250.0,39.0,0,35.5,0.08,69,49,59.0,14.0,0
3807,-121.9038604,37.33191070000001,30,4200.0,30.0,7700.0,34.5,0,30.5,0.12,62,44,53.0,5.0,0
3808,-121.80898329999998,37.260273,45,14200.0,170.0,31100.0,49.7,0,43.7,0.02,79,56,67.5,18.0,0
3809,-121.8278781,37.2826309,25,2800.0,17.0,2500.0,37.0,1,25.0,0.15,56,42,49.0,13.0,0
3810,-121.7850024,37.2960774,45,3740.0,26.0,25700.0,48.0,0,43.5,0.0,83,57,70.0,12.0,0
3811,-121.8376034,37.37376234,35,8200.0,197.0,17650.0,36.3,0,32.5,0.05,68,49,58.5,13.0,1
3812,-121.8975432,37.3474486,25,914.0,4.0,2950.0,29.0,0,26.0,0.05,59,41,50.0,18.0,0
3813,-121.90786909999998,37.3047318,25,2600.0,8.0,3500.0,31.0,1,25.0,0.0,78,54,66.0,14.0,0
3814,-121.858156,37.360168,25,2390.0,10.0,4000.0,27.0,1,25.0,0.0,83,57,70.0,18.0,0
3815,-121.9334127,37.27523745,35,7500.0,37.0,15350.0,39.7,0,36.7,0.0,83,58,70.5,9.0,1
3816,-121.909961,37.33352733,30,3100.0,46.0,11200.0,35.0,0,30.0,0.07,62,44,53.0,22.0,1
3817,-121.90126770000002,37.29123,25,2080.0,3.0,1250.0,31.0,0,25.0,0.11,55,40,47.5,18.0,0
3818,-121.880634,37.32860531,30,5700.0,67.0,11950.0,30.5,0,26.5,0.13,58,44,51.0,0.0,1
3819,-121.81750359999998,37.2513968,35,2800.0,19.0,6450.0,38.0,0,34.0,0.0,84,60,72.0,6.0,0
3820,-121.8838104,37.3270678,30,1900.0,25.0,16750.0,34.0,0,30.0,0.12,63,45,54.0,0.0,0
3821,-121.9057206,37.2883241,15,1350.0,2.0,2100.0,16.5,0,15.0,0.12,57,41,49.0,6.0,0
3822,-121.95023,37.3161654,40,2800.0,41.0,24600.0,41.0,0,38.0,0.02,73,52,62.5,8.0,0
3823,-121.9501943,37.3374044,35,3000.0,11.0,9980.0,38.5,0,35.0,0.0,85,60,72.5,18.0,0
3824,-121.9192495,37.3376264,35,3100.0,28.0,10300.0,38.0,0,34.0,0.12,64,47,55.5,1.0,0
3825,-121.8853371,37.3283593,25,3700.0,60.0,7450.0,26.5,0,23.5,0.09,63,46,54.5,2.0,0
3826,-121.870973,37.23559059999999,30,1000.0,0.0,1210.0,37.0,1,30.0,0.02,74,52,63.0,2.0,0
3827,-121.9395055,37.2678073,30,18600.0,72.0,5500.0,32.3,0,29.5,0.0,83,59,71.0,14.0,0
3828,-121.92792,37.33714982,30,6100.0,63.0,13950.0,34.0,0,30.3,0.0,81,59,70.0,21.0,1
3829,-121.8203695,37.32605059999999,35,4082.0,80.0,17100.0,39.5,0,35.5,0.01,57,39,48.0,23.0,0
3830,-121.8953031,37.3398608,25,1300.0,199.0,7600.0,31.0,0,25.0,0.04,63,45,54.0,16.0,0
3831,-121.89563400000002,37.3820331,40,9775.0,85.0,24550.0,43.0,0,39.3,0.0,83,59,71.0,9.0,0
3832,-121.6780363,37.2797623,40,3500.0,8.0,14100.0,44.0,0,40.0,0.11,65,46,55.5,19.0,0
3833,-121.9078203,37.2183977,35,3000.0,3.0,2950.0,38.0,0,34.0,0.03,68,47,57.5,4.0,0
3834,-121.9943111,37.2806583,35,3200.0,26.0,16720.0,39.0,0,34.0,0.01,80,57,68.5,18.0,0
3835,-121.8375767,37.34365975,25,4050.0,15.0,4300.0,29.0,0,26.0,0.03,81,57,69.0,2.0,1
3836,-121.7959298,37.2886867,35,9000.0,4.0,2550.0,39.3,0,35.3,0.09,63,46,54.5,9.0,0
3837,-121.8366895,37.2802548,35,6500.0,66.0,23300.0,39.7,0,35.3,0.06,65,46,55.5,18.0,0
3838,-121.8209334,37.3003005,35,19200.0,411.0,22750.0,38.8,0,34.8,0.08,61,43,52.0,21.0,0
3839,-121.8175886,37.2563908,30,4020.0,7.0,3050.0,36.0,0,31.5,0.1,58,43,50.5,5.0,0
3840,-121.9245234,37.3396664,30,6100.0,63.0,13950.0,34.0,0,30.3,0.22,63,45,54.0,5.0,0
3841,-122.0323481,37.299517,35,7900.0,21.0,3675.0,38.0,0,34.0,0.0,85,59,72.0,16.0,0
3842,-121.7880668,37.2633678,45,9280.0,2.0,3600.0,48.3,0,43.3,0.0,82,58,70.0,14.0,0
3843,-121.8820644,37.2216613,35,8750.0,30.0,10800.0,39.3,0,36.0,0.05,73,53,63.0,18.0,0
3844,-122.0149602,37.29363370000001,35,6150.0,21.0,8300.0,39.0,0,35.0,0.07,59,43,51.0,19.0,0
3845,-121.8749393,37.24261092,40,4350.0,29.0,21300.0,44.0,0,40.0,0.05,68,50,59.0,0.0,1
3846,-121.8607292,37.3580194,40,13100.0,281.0,29500.0,41.3,0,37.3,0.09,66,48,57.0,13.0,0
3847,-121.771281,37.299331,45,5400.0,32.0,22500.0,46.0,0,42.3,0.04,69,49,59.0,12.0,0
3848,-121.9034289,37.359163,40,4450.0,12.0,6150.0,42.0,0,36.0,0.06,60,44,52.0,7.0,0
3849,-121.8942899,37.3281845,25,1975.0,20.0,12100.0,30.5,0,27.0,0.0,83,59,71.0,15.0,0
3850,-121.8673702,37.37977263,40,5400.0,14.0,10000.0,42.5,0,38.5,0.03,81,56,68.5,10.0,1
3851,-121.90613190000002,37.357187,35,6900.0,35.0,19450.0,37.0,0,33.0,0.15,63,45,54.0,6.0,0
3852,-121.8410527,37.2311892,30,2100.0,6.0,1900.0,32.0,0,29.0,0.03,81,56,68.5,23.0,0
3853,-121.9190371,37.3620725,35,4200.0,7.0,16000.0,39.0,0,36.0,0.0,83,58,70.5,3.0,0
3854,-121.6780363,37.2797623,35,2000.0,6.0,9450.0,35.0,0,32.0,0.0,80,56,68.0,1.0,0
3855,-121.93703870000002,37.32335368,30,2075.0,8.0,6100.0,34.5,0,31.0,0.16,56,41,48.5,6.0,1
3856,-121.8524962,37.29465330000001,35,4000.0,12.0,7150.0,38.0,0,34.0,0.03,69,49,59.0,11.0,0
3857,-121.9416344,37.4129152,35,2950.0,6.0,3300.0,37.0,0,32.5,0.12,58,42,50.0,4.0,0
3858,-121.9036358,37.2363591,40,17150.0,125.0,29150.0,44.8,0,40.4,0.01,79,55,67.0,14.0,0
3859,-121.92857990000002,37.343466,25,1300.0,5.0,2050.0,29.0,0,36.0,0.15,63,45,54.0,5.0,0
3860,-121.879063,37.219704,25,3575.0,1.0,210.0,32.0,1,25.0,0.08,61,43,52.0,10.0,0
3861,-121.9128779,37.36342,25,1760.0,2.0,4000.0,31.0,1,25.0,0.0,85,59,72.0,18.0,0
3862,-122.0149602,37.29363370000001,35,6150.0,21.0,8300.0,39.0,0,35.0,0.1,73,51,62.0,18.0,0
3863,-121.8955905,37.2775911,25,4365.0,9.0,3000.0,29.5,0,26.5,0.0,78,56,67.0,15.0,0
3864,-121.9416344,37.4129152,35,2950.0,6.0,3300.0,37.0,0,32.5,0.01,70,48,59.0,1.0,0
3865,-121.9038604,37.33191070000001,30,2250.0,25.0,16950.0,34.0,0,30.0,0.12,69,48,58.5,17.0,0
3866,-121.8273548,37.32136911,35,6000.0,15.0,6250.0,39.5,0,35.0,0.06,71,51,61.0,21.0,1
3867,-121.9091296,37.3799064,40,9600.0,10.0,8850.0,40.3,0,37.3,0.02,75,52,63.5,19.0,0
3868,-121.8603913,37.2743371,35,2300.0,28.0,12100.0,39.0,0,35.0,0.07,61,43,52.0,19.0,0
3869,-121.910935,37.312888,25,1875.0,4.0,5300.0,27.0,0,25.0,0.07,62,44,53.0,22.0,0
3870,-121.8290107,37.27245836,35,1925.0,9.0,8700.0,39.0,0,34.0,0.01,79,56,67.5,21.0,1
3871,-121.97604009999998,37.31592550000001,40,7500.0,32.0,13550.0,44.5,0,41.5,0.04,72,51,61.5,21.0,0
3872,-121.8694729,37.366806200000006,40,6650.0,32.0,12400.0,41.5,0,38.0,0.03,72,51,61.5,17.0,0
3873,-121.84487450000002,37.1889902,45,2200.0,9.0,13500.0,48.0,0,44.0,0.0,77,55,66.0,20.0,0
3874,-121.8743542,37.3438629,25,7300.0,21.0,2600.0,29.7,0,27.0,0.17,63,46,54.5,4.0,0
3875,-121.8319036,37.3867108,25,1980.0,3.0,1500.0,35.0,1,25.0,0.0,81,59,70.0,15.0,0
3876,-121.9190371,37.3620725,35,4200.0,7.0,16000.0,39.0,0,36.0,0.09,66,48,57.0,22.0,0
3877,-121.9289375,37.3639472,35,2500.0,13.0,18350.0,39.0,0,35.0,0.12,63,47,55.0,13.0,0
3878,-121.8278781,37.2826309,25,2800.0,17.0,2500.0,37.0,1,25.0,0.07,61,44,52.5,21.0,0
3879,-121.8693783,37.36681335,40,6650.0,32.0,12400.0,41.5,0,38.0,0.16,56,41,48.5,2.0,1
3880,-121.9039513,37.31244279999999,30,2100.0,11.0,5450.0,34.0,0,31.0,0.09,61,44,52.5,18.0,0
3881,-121.92273059999998,37.2944347,35,8250.0,72.0,9950.0,40.0,0,36.0,0.22,63,45,54.0,4.0,0
3882,-121.8263506,37.3810846,35,4800.0,19.0,6050.0,37.5,0,33.5,0.01,70,48,59.0,18.0,0
3883,-121.8528226,37.2082066,30,1800.0,1.0,1750.0,34.0,0,30.0,0.0,81,57,69.0,18.0,0
3884,-121.7969045,37.3249719,40,9000.0,27.0,15200.0,43.5,0,39.0,0.02,80,57,68.5,10.0,0
3885,-121.9005684,37.324645,35,2700.0,10.0,12050.0,32.7,0,29.3,0.01,80,57,68.5,16.0,0
3886,-121.9433512,37.3270376,35,3800.0,14.0,6050.0,36.5,0,33.0,0.0,81,57,69.0,23.0,0
3887,-121.8469492,37.3997923,35,2580.0,6.0,1100.0,38.0,0,32.5,0.02,77,56,66.5,2.0,0
3888,-121.9174206,37.31070954,30,850.0,7.0,8250.0,31.0,0,28.0,0.03,62,46,54.0,23.0,1
3889,-121.8234317,37.28053781,30,4700.0,23.0,3100.0,32.0,0,28.0,0.02,75,52,63.5,6.0,1
3890,-121.8043469,37.3215618,25,4200.0,7.0,2000.0,32.0,1,25.0,0.0,82,58,70.0,3.0,0
3891,-121.90613190000002,37.357187,25,1070.0,0.0,1700.0,26.0,0,22.0,0.02,80,57,68.5,14.0,0
3892,-121.8344692,37.3310375,35,5400.0,38.0,11050.0,39.3,0,34.7,0.01,76,54,65.0,9.0,0
3893,-121.8741366,37.40724438,35,8700.0,47.0,13850.0,40.0,0,36.0,0.0,81,58,69.5,23.0,1
3894,-121.7880668,37.2633678,45,9280.0,2.0,3600.0,48.3,0,43.3,0.01,74,51,62.5,17.0,0
3895,-121.9320509,37.3990319,45,5420.0,7.0,3600.0,46.0,0,42.0,0.07,57,42,49.5,9.0,0
3896,-121.8263506,37.3810846,35,4800.0,19.0,6050.0,37.5,0,33.5,0.0,80,55,67.5,8.0,0
3897,-121.7793878,37.27664891,35,2000.0,0.0,1250.0,39.0,0,34.0,0.01,77,56,66.5,2.0,1
3898,-121.854608,37.2602948,30,2150.0,3.0,2900.0,34.0,0,31.0,0.03,69,47,58.0,6.0,0
3899,-121.86550359999998,37.3911732,35,6150.0,30.0,8400.0,38.5,0,35.0,0.17,66,47,56.5,17.0,0
3900,-121.861191,37.3035989,40,7150.0,199.0,30600.0,42.0,0,38.0,0.0,83,58,70.5,17.0,1
3901,-121.8595078,37.3419449,25,1350.0,4.0,1200.0,31.0,1,25.0,0.0,81,57,69.0,7.0,0
3902,-121.8817068,37.3280854,30,3100.0,47.0,7300.0,36.0,0,32.0,0.06,57,41,49.0,6.0,0
3903,-121.8199439,37.3407502,35,3600.0,26.0,20000.0,38.0,0,34.5,0.03,81,57,69.0,7.0,0
3904,-121.7982291,37.3286919,35,7640.0,15.0,3000.0,37.5,0,33.0,0.05,73,53,63.0,22.0,0
3905,-121.8982855,37.2553608,35,6940.0,28.0,17850.0,38.3,0,35.0,0.03,64,46,55.0,7.0,0
3906,-121.92329270000002,37.31070177,35,5200.0,68.0,12150.0,37.5,0,33.5,0.0,78,57,67.5,23.0,1
3907,-121.8903767,37.33315881,25,3900.0,95.0,24300.0,30.0,0,25.5,0.0,77,55,66.0,2.0,1
3908,-121.9768942,37.3143365,30,3100.0,8.0,2600.0,32.0,0,29.0,0.12,58,43,50.5,0.0,0
3909,-121.8917494,37.3415549,25,6800.0,83.0,7650.0,30.5,0,26.5,0.0,75,54,64.5,12.0,0
3910,-121.8746194,37.2930779,30,800.0,8.0,2250.0,31.0,0,28.0,0.04,74,53,63.5,2.0,0
3911,-121.8762462,37.25906315,35,13450.0,54.0,7200.0,37.3,0,33.3,0.01,80,56,68.0,17.0,1
3912,-121.9612092,37.3013807,30,2640.0,5.0,1700.0,31.5,0,28.0,0.0,81,56,68.5,10.0,0
3913,-121.8569206,37.24963890000001,30,5280.0,2.0,400.0,32.0,1,28.0,0.09,60,43,51.5,12.0,0
3914,-121.771281,37.299331,40,7775.0,13.0,10750.0,44.3,0,40.3,0.08,60,43,51.5,10.0,0
3915,-121.8518419,37.3788219,35,3400.0,16.0,10250.0,39.0,0,36.0,0.01,79,56,67.5,3.0,0
3916,-121.8653994,37.31865450000001,35,3000.0,28.0,11000.0,42.0,0,37.0,0.0,80,58,69.0,23.0,0
3917,-121.9058717,37.32113309,25,5950.0,34.0,5250.0,28.5,0,24.5,0.15,63,45,54.0,23.0,1
3918,-121.93194409999998,37.3161475,35,2960.0,56.0,23700.0,39.5,0,33.5,0.07,59,41,50.0,16.0,0
3919,-121.9317592,37.2802166,40,4250.0,56.0,20400.0,43.0,0,39.0,0.15,63,47,55.0,10.0,0
3920,-121.9245234,37.3396664,30,6100.0,63.0,13950.0,34.0,0,30.3,0.01,74,51,62.5,4.0,0
3921,-121.8916725,37.3647332,35,3200.0,35.0,24100.0,36.0,0,33.0,0.0,83,59,71.0,8.0,0
3922,-121.9226318,37.2361853,35,5250.0,12.0,5900.0,39.5,0,35.5,0.02,70,47,58.5,2.0,0
3923,-121.9387533,37.3160929,35,1900.0,13.0,15000.0,42.0,0,35.0,0.2,64,46,55.0,12.0,0
3924,-121.929769,37.346831,25,1390.0,0.0,1000.0,28.0,0,23.0,0.02,73,52,62.5,14.0,0
3925,-121.9034381,37.3354556,30,3100.0,46.0,11200.0,35.0,0,30.0,0.0,82,57,69.5,0.0,0
3926,-121.7880468,37.29480909999999,35,3600.0,46.0,22900.0,39.0,0,34.0,0.01,76,53,64.5,12.0,0
3927,-121.8319036,37.3867108,25,1980.0,3.0,1500.0,35.0,1,25.0,0.0,82,58,70.0,14.0,0
3928,-121.9598039,37.3168552,25,2350.0,4.0,700.0,30.0,0,26.0,0.0,81,57,69.0,17.0,0
3929,-121.8182487,37.2302081,25,2560.0,5.0,2200.0,29.5,0,27.0,0.08,66,46,56.0,16.0,0
3930,-121.8595078,37.3419449,25,1350.0,4.0,1200.0,31.0,1,25.0,0.05,72,51,61.5,18.0,0
3931,-121.7976258,37.3290695,25,3900.0,11.0,1480.0,34.0,1,25.0,0.03,74,51,62.5,22.0,0
3932,-121.9660084,37.3011215,30,5400.0,19.0,3100.0,33.5,0,30.5,0.0,79,58,68.5,3.0,0
3933,-121.9136302,37.30093460000001,35,8400.0,107.0,29250.0,38.0,0,34.5,0.0,82,59,70.5,0.0,0
3934,-121.9289375,37.3639472,35,2500.0,13.0,18350.0,39.0,0,35.0,0.0,82,57,69.5,13.0,0
3935,-121.8309928,37.2587224,40,6000.0,21.0,9750.0,43.5,0,39.0,0.12,69,48,58.5,18.0,0
3936,-121.8776711,37.3200755,35,4100.0,103.0,16000.0,36.5,0,32.0,0.04,66,47,56.5,14.0,0
3937,-121.8978169,37.2937608,25,1850.0,0.0,350.0,24.5,0,21.5,0.0,85,59,72.0,13.0,0
3938,-121.8768302,37.26301,50,16000.0,288.0,35000.0,53.0,0,50.0,0.06,58,41,49.5,1.0,0
3939,-121.91379740000002,37.3258949,30,7475.0,30.0,10000.0,33.0,0,29.5,0.01,76,54,65.0,2.0,0
3940,-121.84808329999998,37.29049759999999,30,3900.0,23.0,6250.0,32.5,0,29.5,0.02,69,49,59.0,14.0,0
3941,-121.8804564,37.3469136,35,2000.0,50.0,15700.0,36.0,0,32.0,0.08,61,43,52.0,9.0,0
3942,-121.8746194,37.2930779,30,800.0,8.0,2250.0,31.0,0,28.0,0.0,84,57,70.5,3.0,0
3943,-121.8708754,37.3587045,30,4700.0,12.0,3900.0,33.5,0,30.0,0.09,61,44,52.5,11.0,0
3944,-121.925345,37.26164989999999,25,6973.0,14.0,1900.0,30.7,0,27.3,0.0,83,59,71.0,20.0,0
3945,-121.858156,37.360168,25,2390.0,10.0,4000.0,27.0,1,25.0,0.12,58,43,50.5,8.0,0
3946,-121.8133647,37.3101654,40,15670.0,100.0,25600.0,44.3,0,39.0,0.13,58,44,51.0,0.0,0
3947,-121.9317592,37.2802166,25,10520.0,12.0,1850.0,29.7,0,28.3,0.0,80,58,69.0,22.0,0
3948,-121.81000149999998,37.2664115,25,1065.0,1.0,1250.0,27.0,0,23.0,0.0,83,59,71.0,6.0,0
3949,-121.8402185,37.31279212,35,8000.0,75.0,8050.0,41.0,0,37.0,0.06,60,44,52.0,8.0,1
3950,-121.8767483,37.3195534,30,3575.0,32.0,4900.0,34.0,0,30.0,0.03,64,46,55.0,1.0,0
3951,-121.8589123,37.25480531,40,20000.0,120.0,22100.0,45.0,0,40.5,0.02,79,56,67.5,16.0,1
3952,-121.9078203,37.2183977,35,3000.0,3.0,2950.0,38.0,0,34.0,0.08,61,43,52.0,13.0,0
3953,-121.940304,37.26503900000001,25,4325.0,4.0,650.0,39.0,1,25.0,0.0,80,58,69.0,21.0,0
3954,-121.9252053,37.3774406,35,3850.0,9.0,13250.0,39.0,0,35.0,0.03,81,56,68.5,15.0,0
3955,-121.9065865,37.36338547,25,1865.0,1.0,1600.0,25.0,0,22.0,0.12,58,42,50.0,17.0,1
3956,-121.8410527,37.2311892,30,2100.0,6.0,1900.0,32.0,0,29.0,0.01,80,56,68.0,12.0,0
3957,-121.8961228,37.2735845,25,6400.0,2.0,2050.0,29.3,0,28.0,0.08,59,42,50.5,22.0,0
3958,-121.8854751,37.3381636,35,1500.0,4.0,14700.0,38.0,0,34.5,0.0,82,58,70.0,5.0,0
3959,-121.8331502,37.19806260000001,40,3250.0,6.0,5300.0,42.0,0,38.0,0.0,71,48,59.5,3.0,0
3960,-121.81758,37.2905712,25,3615.0,6.0,1100.0,29.0,0,25.5,0.06,65,46,55.5,13.0,0
3961,-121.8765253,37.221937,35,5650.0,10.0,5150.0,38.0,0,35.0,0.0,81,56,68.5,7.0,0
3962,-121.8627032,37.35674946,35,8200.0,197.0,17650.0,36.3,0,32.5,0.09,63,46,54.5,20.0,1
3963,-121.9531406,37.4152016,35,500.0,8.0,7400.0,39.3,0,35.0,0.14,66,47,56.5,7.0,0
3964,-121.8722208,37.37104422,40,6650.0,32.0,12400.0,41.5,0,38.0,0.06,71,51,61.0,10.0,1
3965,-121.8569206,37.24963890000001,30,5280.0,2.0,400.0,32.0,1,28.0,0.09,66,48,57.0,20.0,0
3966,-121.8982229,37.4008033,35,2730.0,3.0,1450.0,39.0,0,35.0,0.16,56,41,48.5,21.0,0
3967,-121.9144608,37.31669229999999,30,2000.0,12.0,10250.0,33.0,0,29.0,0.01,71,49,60.0,17.0,0
3968,-121.920712,37.3506502,35,7200.0,7.0,14450.0,41.0,0,37.0,0.0,82,58,70.0,22.0,0
3969,-122.0135873,37.3103594,35,5100.0,35.0,17650.0,39.0,0,36.0,0.07,61,44,52.5,22.0,0
3970,-121.9199918,37.32351420000001,25,6350.0,14.0,2550.0,27.3,0,23.0,0.13,62,43,52.5,4.0,0
3971,-121.9005684,37.324645,35,2700.0,10.0,12050.0,32.7,0,29.3,0.07,62,44,53.0,18.0,0
3972,-121.7606636,37.3187249,35,4050.0,9.0,2700.0,39.0,0,35.5,0.02,73,52,62.5,13.0,0
3973,-121.89352240000002,37.3322979,30,4300.0,22.0,13100.0,33.5,0,29.0,0.13,60,45,52.5,7.0,0
3974,-121.77073190000002,37.250276,45,7000.0,13.0,4700.0,48.5,0,43.5,0.01,81,58,69.5,16.0,0
3975,-121.916993,37.3652228,35,2200.0,8.0,10400.0,38.0,0,33.0,0.07,57,42,49.5,9.0,0
3976,-121.8203695,37.32605059999999,35,4082.0,80.0,17100.0,39.5,0,35.5,0.0,75,54,64.5,7.0,0
3977,-121.9189014,37.367787,30,1080.0,1.0,3800.0,33.0,0,29.0,0.06,58,41,49.5,17.0,0
3978,-121.871524,37.32790781,40,5000.0,37.0,12800.0,42.5,0,39.0,0.01,75,53,64.0,21.0,1
3979,-121.86889840000002,37.31135782,25,4830.0,19.0,7950.0,29.5,0,26.5,0.04,57,40,48.5,10.0,1
3980,-121.84079640000002,37.27576619,40,2350.0,18.0,13750.0,43.0,0,39.0,0.06,60,44,52.0,7.0,1
3981,-121.9289375,37.3639472,40,2700.0,10.0,9950.0,42.0,0,38.0,0.05,72,51,61.5,21.0,0
3982,-121.8838104,37.3270678,30,1900.0,25.0,16750.0,34.0,0,30.0,0.13,62,43,52.5,1.0,0
3983,-121.791719,37.31402070000001,40,10990.0,71.0,25800.0,43.7,0,39.3,0.09,63,46,54.5,4.0,0
3984,-121.8828502,37.3373499,25,8093.0,38.0,2600.0,29.3,0,26.0,0.04,69,48,58.5,14.0,0
3985,-121.8938587,37.3121816,25,2700.0,4.0,1200.0,27.5,0,24.0,0.1,60,43,51.5,5.0,0
3986,-121.8743542,37.3438629,25,7300.0,21.0,2600.0,29.7,0,27.0,0.04,63,45,54.0,21.0,0
3987,-121.9289375,37.3639472,40,2700.0,10.0,9950.0,42.0,0,38.0,0.09,63,46,54.5,14.0,0
3988,-121.9045531,37.31158955,25,2600.0,8.0,3500.0,31.0,1,25.0,0.0,83,58,70.5,17.0,1
3989,-121.771281,37.299331,40,7775.0,13.0,10750.0,44.3,0,40.3,0.05,68,50,59.0,16.0,0
3990,-121.87506100000002,37.24255540000001,45,6900.0,288.0,64000.0,52.0,0,48.0,0.0,82,60,71.0,19.0,0
